q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
max	short	user16	16	tgt	yes	38.86	855	16_437	es	en	56	8	7.15	31.71	18.98	12.72	0.00	0.00	0.00	0.00	0.00	85	0	0	0	0	0	0	0	0
max	mid	user16	16	tgt	yes	20.25	1011	16_437	es	en	57	9	6.63	13.62	0.19	10.49	2.63	0.00	0.00	0.00	0.30	26	0	1	0	0	0	0	0	0
max	mid	user16	16	tgt	yes	26.20	1828	16_437	es	en	66	10	9.54	16.66	1.63	8.76	6.27	0.00	0.00	0.00	0.00	54	0	0	0	0	0	0	0	0
min	long	user16	16	tgt	yes	28.97	1302	16_437	es	en	60	11	5.82	23.15	1.73	14.02	3.03	0.00	0.00	0.00	4.36	167	0	0	0	0	0	1	0	9
min	long	user16	16	tgt	yes	26.14	663	16_437	es	en	43	12	16.35	9.79	0.00	8.56	1.23	0.00	0.00	0.00	0.00	82	0	0	0	0	0	0	0	0
min	long	user16	16	tgt	yes	44.52	1216	16_437	es	en	40	13	13.58	30.94	1.73	22.38	6.83	0.00	0.00	0.00	0.00	225	0	0	0	0	0	0	0	0
min	short	user16	16	tgt	yes	25.68	974	16_437	es	en	41	14	13.23	12.45	5.92	5.30	0.33	0.00	0.00	0.00	0.90	10	0	1	0	0	0	0	0	1
min	long	user16	16	tgt	yes	32.00	1829	16_437	es	en	39	15	21.31	10.69	1.90	8.79	0.00	0.00	0.00	0.00	0.00	104	0	0	0	0	0	0	0	0
min	short	user16	16	tgt	yes	23.07	2575	16_437	es	en	57	16	8.52	14.55	0.00	14.55	0.00	0.00	0.00	0.00	0.00	28	0	0	0	0	0	0	0	0
min	short	user16	16	tgt	yes	24.33	124	16_437	es	en	58	17	16.08	8.25	2.67	4.82	0.77	0.00	0.00	0.00	0.00	29	0	0	0	0	0	0	0	0
min	mid	user16	16	tgt	yes	31.73	1632	16_437	es	en	38	18	8.85	22.88	0.00	19.09	3.80	0.00	0.00	0.00	0.00	40	0	0	0	0	0	0	0	0
min	mid	user16	16	tgt	yes	17.22	1462	16_437	es	en	61	19	9.49	7.73	0.00	5.94	1.79	0.00	0.00	0.00	0.00	63	0	0	0	0	0	0	0	0
min	mid	user16	16	tgt	yes	12.91	930	16_437	es	en	58	20	7.75	5.16	2.07	3.10	0.00	0.00	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0
max	long	user17	17	src	no	15.44	2680	17_975	es	en	76	1	2.09	13.35	0.00	0.00	0.00	0.00	3.83	6.20	3.33	0	0	0	0	10	1	0	0	48
max	long	user17	17	src	no	22.55	1839	17_975	es	en	81	2	5.50	17.05	0.00	0.00	0.00	0.23	0.04	12.71	4.06	0	0	0	0	61	1	0	0	41
max	long	user17	17	src	no	33.82	667	17_975	es	en	65	3	2.02	31.80	0.00	0.00	0.00	0.00	8.02	13.45	10.33	0	0	0	0	224	3	0	2	99
max	short	user17	17	src	no	9.76	1679	17_975	es	en	97	4	2.37	7.39	0.00	0.00	0.00	1.80	0.00	3.16	2.43	0	0	0	0	24	2	0	1	9
max	short	user17	17	src	no	14.95	1125	17_975	es	en	86	5	2.17	12.78	0.00	0.00	0.00	0.00	7.55	4.43	0.80	0	0	0	0	72	1	0	0	19
max	short	user17	17	src	no	6.85	2788	17_975	es	en	98	6	1.72	5.13	0.00	0.00	0.00	0.00	0.30	4.10	0.74	0	0	0	0	27	1	0	1	14
max	short	user17	17	src	no	19.37	5	17_975	es	en	84	7	6.51	12.86	0.00	0.00	0.00	0.00	3.60	9.26	0.00	0	0	0	0	57	0	0	0	0
max	mid	user17	17	src	no	15.92	1185	17_975	es	en	93	8	5.30	10.62	0.00	0.00	0.00	0.00	4.76	4.99	0.87	0	0	0	0	65	1	0	0	19
max	mid	user17	17	src	no	17.57	470	17_975	es	en	86	9	6.18	11.39	0.00	0.00	0.00	0.00	1.30	6.79	3.30	0	0	0	0	98	1	0	0	100
max	mid	user17	17	src	no	16.98	2681	17_975	es	en	95	10	1.86	15.12	0.00	0.00	0.00	0.00	8.96	0.00	6.16	0	0	0	0	86	2	0	2	49
min	long	user17	17	src	no	19.33	423	17_975	es	en	33	11	4.68	14.65	0.00	0.00	0.00	0.00	2.33	6.99	5.33	0	0	0	0	43	2	0	1	49
min	long	user17	17	src	no	23.06	608	17_975	es	en	31	12	5.84	17.22	0.00	0.00	0.00	0.00	0.00	8.17	9.05	0	0	0	0	1	1	0	0	65
min	short	user17	17	src	no	7.20	931	17_975	es	en	89	13	2.19	5.01	0.00	0.00	0.00	0.00	3.31	0.00	1.70	0	0	0	0	20	1	0	0	13
min	long	user17	17	src	no	40.89	1955	17_975	es	en	63	14	1.48	39.41	0.00	0.00	0.00	2.67	7.20	8.76	20.78	0	0	0	0	174	5	0	4	300
min	long	user17	17	src	no	26.33	2011	17_975	es	en	41	15	1.06	25.27	0.00	0.00	0.00	0.00	7.06	0.86	17.35	0	0	0	0	107	2	0	1	234
min	short	user17	17	src	no	12.56	868	17_975	es	en	22	16	2.17	10.39	0.00	0.00	0.00	0.00	1.53	6.69	2.17	0	0	0	0	40	2	0	1	14
min	short	user17	17	src	no	14.89	1282	17_975	es	en	70	17	1.83	13.06	0.00	0.00	0.00	0.00	3.13	6.46	3.46	0	0	0	0	14	2	0	1	47
min	mid	user17	17	src	no	16.51	212	17_975	es	en	34	18	2.55	13.96	0.00	0.00	0.00	0.00	0.00	0.00	13.96	0	0	0	0	0	0	0	0	88
min	mid	user17	17	src	no	22.23	938	17_975	es	en	33	19	2.24	19.99	0.00	0.00	0.00	0.00	11.36	1.46	7.16	0	0	0	0	75	3	0	3	55
min	mid	user17	17	src	no	15.73	2539	17_975	es	en	68	20	1.71	14.02	0.00	0.00	0.00	0.00	0.00	6.40	7.62	0	0	0	0	20	3	0	2	76
max	long	user17	17	src+tgt	no	27.99	1302	17_314	es	en	63	1	1.65	26.34	0.00	1.16	0.00	0.00	7.09	13.84	4.24	22	4	0	3	86	3	0	2	75
max	long	user17	17	src+tgt	no	27.52	663	17_314	es	en	58	2	1.00	26.52	0.00	1.24	0.00	0.00	7.90	0.07	17.32	26	1	0	1	96	2	0	1	158
max	long	user17	17	src+tgt	no	34.57	1216	17_314	es	en	67	3	2.38	32.19	0.00	3.36	0.13	0.00	9.91	9.74	9.05	57	4	0	3	69	4	1	2	98
max	short	user17	17	src+tgt	no	9.56	974	17_314	es	en	32	4	5.56	4.00	0.00	0.00	0.00	0.00	0.00	3.67	0.33	0	0	0	0	1	1	0	0	1
max	long	user17	17	src+tgt	no	34.81	1829	17_314	es	en	87	5	2.53	32.28	0.03	1.20	0.00	0.00	8.86	9.86	12.33	31	2	0	2	114	4	0	3	142
max	short	user17	17	src+tgt	no	16.91	2575	17_314	es	en	81	6	3.42	13.49	0.00	0.23	0.10	0.00	0.00	11.89	1.27	5	1	0	1	71	2	0	1	11
max	short	user17	17	src+tgt	no	15.41	124	17_314	es	en	65	7	3.66	11.75	0.00	0.03	0.53	0.00	7.99	0.07	3.12	1	1	0	1	39	2	0	1	11
max	mid	user17	17	src+tgt	no	13.47	1632	17_314	es	en	98	8	1.95	11.52	0.00	1.20	0.00	0.00	0.00	2.66	7.66	0	1	0	0	2	2	1	2	55
max	mid	user17	17	src+tgt	no	22.17	1462	17_314	es	en	94	9	4.27	17.90	0.00	0.20	0.00	0.00	2.09	9.71	5.89	4	1	0	1	57	2	0	1	24
max	mid	user17	17	src+tgt	no	16.88	930	17_314	es	en	88	10	2.76	14.12	0.00	1.47	0.00	0.73	4.27	1.57	6.09	10	1	0	1	28	3	0	2	68
min	long	user17	17	src+tgt	no	17.29	154	17_314	es	en	39	11	5.70	11.59	0.00	0.00	0.00	0.00	5.03	2.90	3.66	0	0	0	0	19	2	0	1	42
min	long	user17	17	src+tgt	no	29.53	2758	17_314	es	en	84	12	4.02	25.51	0.00	0.53	0.00	0.00	6.56	1.24	17.19	7	2	0	2	28	1	0	1	91
min	long	user17	17	src+tgt	no	32.07	2126	17_314	es	en	75	13	1.66	30.41	0.00	0.40	0.00	0.10	5.19	19.85	4.87	16	1	0	1	37	2	0	1	59
min	short	user17	17	src+tgt	no	16.99	985	17_314	es	en	43	14	4.94	12.04	0.00	0.63	0.03	0.00	5.23	1.85	4.29	5	2	0	2	20	2	0	2	42
min	short	user17	17	src+tgt	no	17.16	1134	17_314	es	en	32	15	1.36	15.80	0.00	0.00	0.00	0.00	2.03	0.84	12.93	0	0	0	0	16	2	0	1	18
min	mid	user17	17	src+tgt	no	17.98	1330	17_314	es	en	26	16	1.53	16.45	0.00	0.60	0.03	0.00	6.26	9.16	0.40	16	2	0	2	68	1	0	0	2
min	mid	user17	17	src+tgt	no	22.94	2415	17_314	es	en	63	17	2.46	20.48	0.00	1.03	2.50	0.00	0.83	2.33	13.79	26	2	0	1	2	1	1	0	72
min	short	user17	17	src+tgt	no	7.40	2841	17_314	es	en	69	18	3.97	3.43	0.00	0.00	0.00	0.00	0.00	1.56	1.87	0	0	0	0	14	1	0	1	13
min	mid	user17	17	src+tgt	no	22.03	1332	17_314	es	en	63	19	15.54	6.49	0.00	0.10	0.10	0.00	2.50	1.37	2.43	2	1	0	1	11	2	0	2	12
min	mid	user17	17	src+tgt	no	17.12	2790	17_314	es	en	71	20	3.43	13.69	0.00	0.30	0.00	0.00	1.36	0.00	12.02	6	1	0	0	4	1	1	0	86
max	short	user17	17	tgt	no	10.95	661	17_379	es	en	65	1	5.31	5.64	0.00	0.00	0.23	0.00	0.00	0.00	5.40	1	0	1	0	0	0	1	0	39
max	mid	user17	17	tgt	no	24.00	352	17_379	es	en	90	2	8.41	15.59	0.00	0.86	0.00	0.00	0.00	0.00	14.73	8	0	2	0	0	0	2	0	133
max	long	user17	17	tgt	no	22.35	4	17_379	es	en	95	3	10.16	12.19	0.00	3.83	0.00	0.00	0.00	0.00	8.36	6	0	1	0	0	0	1	0	40
max	long	user17	17	tgt	no	28.88	2035	17_379	es	en	80	4	1.58	27.30	0.00	8.03	0.07	0.00	0.00	0.00	19.20	25	0	1	0	0	0	1	0	98
max	long	user17	17	tgt	no	37.92	2207	17_379	es	en	91	5	1.30	36.62	0.00	10.36	0.00	0.00	0.00	0.00	26.27	75	0	1	0	0	0	1	0	74
max	short	user17	17	tgt	no	14.32	2741	17_379	es	en	93	6	1.23	13.09	0.00	6.16	0.00	0.00	0.00	0.00	6.93	14	0	1	0	0	0	1	0	35
max	short	user17	17	tgt	no	15.07	752	17_379	es	en	69	7	8.34	6.73	0.00	4.83	0.00	0.00	0.00	0.00	1.90	10	0	1	0	0	0	0	0	31
max	mid	user17	17	tgt	no	17.48	2708	17_379	es	en	95	8	3.53	13.96	0.00	3.46	0.00	0.00	0.00	0.00	10.49	33	0	1	0	0	0	2	0	10
max	mid	user17	17	tgt	no	16.77	466	17_379	es	en	34	9	1.65	15.12	0.00	4.33	0.00	0.00	0.00	0.00	10.79	23	0	1	0	0	0	1	0	10
max	mid	user17	17	tgt	no	16.70	142	17_379	es	en	73	10	11.64	5.06	0.00	2.86	0.00	0.00	0.00	0.00	2.20	7	0	1	0	0	0	0	0	25
min	long	user17	17	tgt	no	24.14	609	17_379	es	en	60	11	15.81	8.33	0.00	5.76	1.23	0.00	0.00	0.00	1.33	20	0	1	0	0	0	0	0	33
min	long	user17	17	tgt	no	21.00	937	17_379	es	en	85	12	2.10	18.90	0.00	2.05	0.48	0.00	0.00	0.00	16.37	21	0	2	0	0	0	2	0	161
min	long	user17	17	tgt	no	37.12	719	17_379	es	en	63	13	6.81	30.31	0.00	12.32	1.00	0.00	0.00	0.00	16.98	53	0	3	0	0	0	2	0	86
min	short	user17	17	tgt	no	17.76	1655	17_379	es	en	78	14	7.50	10.26	0.00	4.23	4.36	0.00	0.00	0.00	1.67	8	0	1	0	0	0	0	0	13
min	short	user17	17	tgt	no	6.67	450	17_379	es	en	12	15	6.30	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0	0	0	0	0	0	0	0	1
min	short	user17	17	tgt	no	15.68	666	17_379	es	en	10	16	10.85	4.83	0.00	2.13	2.40	0.00	0.00	0.00	0.30	10	0	1	0	0	0	0	0	0
min	short	user17	17	tgt	no	12.34	987	17_379	es	en	80	17	10.97	1.36	0.00	0.00	0.00	0.00	0.00	0.00	1.36	0	0	0	0	0	0	0	0	2
min	mid	user17	17	tgt	no	24.24	126	17_379	es	en	61	18	11.72	12.52	0.00	6.06	0.03	0.00	0.00	0.00	6.42	26	0	2	0	0	0	1	0	3
min	mid	user17	17	tgt	no	17.82	787	17_379	es	en	31	19	2.53	15.29	0.00	4.52	0.00	0.00	0.00	0.00	10.77	10	0	1	0	0	0	1	0	74
min	mid	user17	17	tgt	no	21.33	2577	17_379	es	en	60	20	12.30	9.03	0.24	3.78	5.01	0.00	0.00	0.00	0.00	38	0	0	0	0	0	0	0	0
max	long	user18	18	src	yes	47.28	1302	18_395	es	en	63	1	3.88	43.40	0.00	0.00	0.00	6.76	19.68	15.02	1.94	0	0	0	0	591	3	0	2	4
max	long	user18	18	src	yes	50.95	663	18_395	es	en	40	2	1.42	49.53	0.00	0.00	0.00	6.86	27.45	10.42	4.79	0	0	0	0	604	2	0	1	46
max	long	user18	18	src	yes	22.53	1216	18_395	es	en	75	3	1.03	21.50	0.00	0.00	0.00	0.00	13.24	6.19	2.07	0	0	0	0	266	1	0	0	26
max	short	user18	18	src	yes	9.35	974	18_395	es	en	21	4	5.05	4.30	0.00	0.00	0.00	0.00	0.00	2.63	1.66	0	0	0	0	10	1	0	0	25
max	long	user18	18	src	yes	52.08	1829	18_395	es	en	60	5	1.29	50.79	0.00	0.00	0.00	5.89	23.49	17.74	3.66	0	0	0	0	473	1	0	0	105
max	short	user18	18	src	yes	12.03	2575	18_395	es	en	63	6	4.61	7.42	0.00	0.00	0.00	0.00	2.93	4.49	0.00	0	0	0	0	100	0	0	0	0
max	short	user18	18	src	yes	13.08	124	18_395	es	en	71	7	5.40	7.68	0.00	0.00	0.00	2.27	1.53	3.88	0.00	0	0	0	0	65	0	0	0	0
max	mid	user18	18	src	yes	13.67	1632	18_395	es	en	95	8	1.61	12.06	0.00	0.00	0.00	0.00	5.00	4.13	2.94	0	0	0	0	92	1	0	1	5
max	mid	user18	18	src	yes	22.05	1462	18_395	es	en	83	9	2.67	19.38	0.00	0.00	0.00	0.73	10.03	6.56	2.07	0	0	0	0	264	1	0	0	7
max	mid	user18	18	src	yes	18.33	930	18_395	es	en	95	10	3.29	15.04	0.00	0.00	0.00	1.74	10.47	2.30	0.53	0	0	0	0	177	1	0	0	9
min	long	user18	18	src	yes	36.53	154	18_395	es	en	70	11	1.96	34.57	0.00	0.00	0.00	3.76	22.11	4.76	3.93	0	0	0	0	300	3	0	3	6
min	long	user18	18	src	yes	24.74	2758	18_395	es	en	67	12	7.42	17.32	0.00	0.00	0.00	0.00	10.52	6.49	0.30	0	0	0	0	245	1	0	0	0
min	long	user18	18	src	yes	35.12	2126	18_395	es	en	50	13	3.55	31.57	0.00	0.00	0.00	3.31	13.18	11.95	3.13	0	0	0	0	295	4	0	3	48
min	short	user18	18	src	yes	19.53	985	18_395	es	en	43	14	9.84	9.69	0.00	0.00	0.00	1.90	5.33	2.47	0.00	0	0	0	0	104	0	0	0	0
min	short	user18	18	src	yes	12.58	1134	18_395	es	en	50	15	2.25	10.33	0.00	0.00	0.00	0.00	5.70	4.30	0.33	0	0	0	0	138	1	0	0	1
min	mid	user18	18	src	yes	15.97	1330	18_395	es	en	30	16	4.29	11.68	0.00	0.00	0.00	2.93	4.27	4.49	0.00	0	0	0	0	115	0	0	0	0
min	mid	user18	18	src	yes	21.30	2415	18_395	es	en	84	17	3.44	17.86	0.00	0.00	0.00	1.68	6.60	5.12	4.47	0	0	0	0	118	1	0	0	117
min	short	user18	18	src	yes	7.35	2841	18_395	es	en	62	18	4.85	2.50	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0	0	0	0	0	0	0	0	16
min	mid	user18	18	src	yes	15.24	1332	18_395	es	en	34	19	9.77	5.47	0.00	0.00	0.00	0.00	2.83	2.64	0.00	0	0	0	0	97	0	0	0	0
min	mid	user18	18	src	yes	19.87	2790	18_395	es	en	81	20	2.82	17.05	0.00	0.00	0.00	0.00	12.41	1.81	2.83	0	0	0	0	153	1	0	0	86
max	short	user18	18	src+tgt	yes	16.68	661	18_926	es	en	100	1	5.17	11.51	0.00	0.33	0.00	2.86	4.09	0.97	3.26	10	1	0	0	50	1	0	1	0
max	mid	user18	18	src+tgt	yes	26.15	352	18_926	es	en	63	2	2.59	23.56	0.00	0.00	2.60	2.41	12.27	1.53	4.75	0	1	0	1	200	2	0	1	70
max	long	user18	18	src+tgt	yes	36.15	4	18_926	es	en	67	3	8.37	27.78	0.00	1.93	0.00	0.17	10.55	15.13	0.00	40	2	0	2	403	0	0	0	0
max	long	user18	18	src+tgt	yes	38.76	2035	18_926	es	en	70	4	6.99	31.77	0.00	5.43	6.79	0.00	14.99	3.73	0.84	93	7	1	8	297	2	0	2	3
max	long	user18	18	src+tgt	yes	45.56	2207	18_926	es	en	75	5	3.56	42.00	0.00	5.14	1.54	0.00	21.16	10.96	3.19	79	7	0	6	463	1	1	0	9
max	short	user18	18	src+tgt	yes	23.67	2741	18_926	es	en	38	6	6.92	16.75	0.00	2.23	0.00	0.00	7.53	1.06	5.93	32	3	0	2	98	2	0	1	16
max	short	user18	18	src+tgt	yes	17.72	752	18_926	es	en	78	7	5.43	12.29	0.00	0.23	0.46	0.67	5.96	4.96	0.00	8	2	0	2	190	0	0	0	0
max	mid	user18	18	src+tgt	yes	17.42	2708	18_926	es	en	100	8	8.96	8.46	0.00	0.00	0.00	0.00	5.43	3.03	0.00	0	0	0	0	77	0	0	0	0
max	mid	user18	18	src+tgt	yes	50.34	466	18_926	es	en	20	9	6.35	43.99	0.00	2.39	0.40	4.13	32.51	2.00	2.56	47	6	0	6	501	0	0	1	13
max	mid	user18	18	src+tgt	yes	18.32	142	18_926	es	en	72	10	3.53	14.79	0.00	0.64	0.00	0.19	6.86	2.71	4.39	20	2	0	1	82	2	1	0	76
min	long	user18	18	src+tgt	yes	25.25	609	18_926	es	en	40	11	4.75	20.50	0.00	0.00	5.54	0.00	11.56	3.40	0.00	44	4	0	5	248	0	0	0	0
min	long	user18	18	src+tgt	yes	34.07	937	18_926	es	en	78	12	3.92	30.15	0.00	1.53	0.00	0.03	16.89	11.52	0.18	8	1	0	1	347	1	0	1	0
min	long	user18	18	src+tgt	yes	76.35	719	18_926	es	en	58	13	2.38	73.97	1.88	4.03	1.32	10.31	34.03	21.36	1.04	147	12	0	12	774	2	0	1	15
min	short	user18	18	src+tgt	yes	11.35	1655	18_926	es	en	64	14	3.46	7.89	0.00	0.00	0.00	0.00	2.67	5.23	0.00	0	0	0	0	46	0	0	0	0
min	short	user18	18	src+tgt	yes	8.12	450	18_926	es	en	20	15	7.42	0.70	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0	0	0	0	2	0	0	0	0
min	short	user18	18	src+tgt	yes	12.00	666	18_926	es	en	14	16	1.00	11.00	0.00	0.00	0.00	0.00	4.96	6.04	0.00	0	0	0	0	86	0	0	0	0
min	short	user18	18	src+tgt	yes	16.83	987	18_926	es	en	87	17	6.21	10.62	0.20	0.00	1.40	2.13	5.90	1.00	0.00	6	2	0	1	85	0	0	0	0
min	mid	user18	18	src+tgt	yes	26.76	126	18_926	es	en	25	18	4.68	22.08	0.00	1.80	1.70	0.25	9.82	8.21	0.30	28	2	0	2	142	1	0	0	0
min	mid	user18	18	src+tgt	yes	26.99	787	18_926	es	en	40	19	6.01	20.98	0.00	0.00	0.07	0.00	14.32	6.36	0.23	0	1	0	1	193	1	0	1	4
min	mid	user18	18	src+tgt	yes	11.89	2577	18_926	es	en	50	20	1.74	10.15	0.00	0.00	0.40	2.40	4.08	3.26	0.00	13	1	0	1	95	0	0	0	0
max	long	user18	18	tgt	yes	45.81	2680	18_3	es	en	76	1	3.75	42.06	2.07	29.44	7.16	0.00	0.00	0.00	3.40	133	0	2	0	0	0	1	0	15
max	long	user18	18	tgt	yes	37.20	1839	18_3	es	en	88	2	6.17	31.03	12.63	10.48	4.24	0.00	0.00	0.00	3.68	113	0	4	0	0	0	4	0	7
max	long	user18	18	tgt	yes	59.37	667	18_3	es	en	50	3	8.95	50.42	0.00	33.40	11.53	0.00	0.00	0.00	5.49	186	0	3	0	0	0	2	0	31
max	short	user18	18	tgt	yes	19.16	1679	18_3	es	en	100	4	13.83	5.33	0.00	0.40	4.93	0.00	0.00	0.00	0.00	7	0	0	0	0	0	0	0	0
max	short	user18	18	tgt	yes	15.29	1125	18_3	es	en	60	5	9.00	6.29	0.00	4.26	0.30	0.00	0.00	0.00	1.73	20	0	1	0	0	0	0	0	33
max	short	user18	18	tgt	yes	18.23	2788	18_3	es	en	50	6	1.03	17.20	7.73	0.00	0.00	0.00	0.00	0.00	9.47	5	0	1	0	0	0	1	0	10
max	short	user18	18	tgt	yes	12.13	5	18_3	es	en	28	7	7.37	4.76	0.17	2.36	0.77	0.00	0.00	0.00	1.46	11	0	0	0	0	0	1	0	3
max	mid	user18	18	tgt	yes	47.98	1185	18_3	es	en	81	8	3.35	44.63	8.00	32.20	0.17	0.00	0.00	0.00	4.26	184	0	1	0	0	0	0	0	16
max	mid	user18	18	tgt	yes	27.95	470	18_3	es	en	78	9	2.17	25.78	0.03	15.52	7.42	0.00	0.00	0.00	2.80	102	0	2	0	0	0	1	0	13
max	mid	user18	18	tgt	yes	15.55	2681	18_3	es	en	100	10	3.24	12.31	0.00	7.46	4.55	0.00	0.00	0.00	0.30	41	0	1	0	0	0	0	0	0
min	long	user18	18	tgt	yes	25.07	423	18_3	es	en	32	11	4.46	20.61	0.00	16.31	3.90	0.00	0.00	0.00	0.40	57	0	2	0	0	0	1	0	2
min	long	user18	18	tgt	yes	32.92	608	18_3	es	en	33	12	4.18	28.74	0.00	24.48	3.86	0.00	0.00	0.00	0.40	93	0	1	0	0	0	0	0	4
min	short	user18	18	tgt	yes	6.79	931	18_3	es	en	21	13	5.72	1.07	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0	0	0	0	0	0	0	0	22
min	long	user18	18	tgt	yes	25.79	1955	18_3	es	en	18	14	4.33	21.46	0.00	12.66	8.19	0.00	0.00	0.00	0.60	46	0	1	0	0	0	0	0	5
min	long	user18	18	tgt	yes	36.52	2011	18_3	es	en	17	15	9.08	27.44	8.11	17.44	1.53	0.00	0.00	0.00	0.36	169	0	1	0	0	0	1	0	0
min	short	user18	18	tgt	yes	10.42	868	18_3	es	en	38	16	5.12	5.30	0.00	2.67	0.00	0.00	0.00	0.00	2.63	14	0	1	0	0	0	1	0	1
min	short	user18	18	tgt	yes	27.54	1282	18_3	es	en	62	17	22.38	5.16	0.00	3.24	1.92	0.00	0.00	0.00	0.00	39	0	0	0	0	0	0	0	0
min	mid	user18	18	tgt	yes	25.08	212	18_3	es	en	33	18	4.30	20.78	3.43	15.06	0.00	0.00	0.00	0.00	2.30	22	0	2	0	0	0	1	0	23
min	mid	user18	18	tgt	yes	12.73	938	18_3	es	en	38	19	5.87	6.86	5.74	0.52	0.60	0.00	0.00	0.00	0.00	20	0	0	0	0	0	0	0	0
min	mid	user18	18	tgt	yes	18.95	2539	18_3	es	en	35	20	3.60	15.35	0.00	7.86	6.23	0.00	0.00	0.00	1.26	72	0	1	0	0	0	0	0	12
max	short	user19	19	src	no	40.20	661	19_1171	es	en	90	1	3.66	36.54	0.00	0.00	0.00	22.11	7.56	1.83	5.03	0	0	0	0	292	1	0	1	5
max	mid	user19	19	src	no	73.02	352	19_1171	es	en	100	2	9.34	63.68	0.00	0.00	0.00	23.52	18.01	22.15	0.00	0	0	0	0	631	0	0	0	0
max	long	user19	19	src	no	112.47	4	19_1171	es	en	45	3	3.19	109.28	0.00	0.00	0.00	45.60	20.64	42.73	0.30	0	0	0	0	1207	1	0	0	1
max	long	user19	19	src	no	94.57	2035	19_1171	es	en	60	4	7.87	86.70	0.00	0.00	0.00	31.30	32.28	18.33	4.80	0	0	0	0	668	2	0	1	115
max	long	user19	19	src	no	120.45	2207	19_1171	es	en	80	5	3.29	117.16	0.00	0.00	0.00	17.32	56.94	36.00	6.91	0	0	0	0	1211	3	0	2	187
max	short	user19	19	src	no	56.54	2741	19_1171	es	en	80	6	7.85	48.69	0.00	0.00	0.00	30.04	8.33	10.32	0.00	0	0	0	0	578	0	0	0	0
max	short	user19	19	src	no	77.62	752	19_1171	es	en	100	7	19.40	58.22	0.00	0.00	0.00	37.70	9.33	11.20	0.00	0	0	0	0	670	0	0	0	0
max	mid	user19	19	src	no	64.94	2708	19_1171	es	en	95	8	7.98	56.96	0.00	0.00	0.00	18.02	5.46	33.47	0.00	0	0	0	0	453	0	0	0	0
max	mid	user19	19	src	no	101.09	466	19_1171	es	en	30	9	3.90	97.19	0.00	0.00	0.00	40.02	19.45	36.61	1.11	0	0	0	0	1015	0	0	1	5
max	mid	user19	19	src	no	92.59	142	19_1171	es	en	70	10	7.23	85.36	0.00	0.00	0.00	18.91	29.74	26.12	10.59	0	0	0	0	316	2	0	1	201
min	long	user19	19	src	no	105.37	609	19_1171	es	en	65	11	18.21	87.16	0.00	0.00	0.00	22.64	37.17	26.28	1.07	0	0	0	0	995	1	0	1	1
min	long	user19	19	src	no	74.22	937	19_1171	es	en	85	12	14.67	59.55	0.00	0.00	0.00	25.58	8.66	23.22	2.10	0	0	0	0	373	1	0	0	48
min	long	user19	19	src	no	134.76	719	19_1171	es	en	65	13	3.29	131.47	0.00	0.00	0.00	36.96	50.43	37.34	6.74	0	0	0	0	1485	3	0	2	23
min	short	user19	19	src	no	45.52	1655	19_1171	es	en	85	14	13.51	32.01	0.00	0.00	0.00	15.86	0.00	15.75	0.40	0	0	0	0	326	1	0	0	3
min	short	user19	19	src	no	32.19	450	19_1171	es	en	0	15	5.41	26.78	0.00	0.00	0.00	13.16	7.99	5.63	0.00	0	0	0	0	114	0	0	0	0
min	short	user19	19	src	no	45.24	666	19_1171	es	en	15	16	8.80	36.44	0.00	0.00	0.00	14.36	2.63	19.46	0.00	0	0	0	0	477	0	0	0	0
min	short	user19	19	src	no	42.83	987	19_1171	es	en	80	17	18.88	23.95	0.00	0.00	0.00	9.21	2.92	11.82	0.00	0	0	0	0	268	0	0	0	0
min	mid	user19	19	src	no	48.38	126	19_1171	es	en	25	18	8.14	40.24	0.00	0.00	0.00	27.28	0.27	12.69	0.00	0	0	0	0	283	0	0	0	0
min	mid	user19	19	src	no	55.25	787	19_1171	es	en	80	19	2.79	52.46	0.00	0.00	0.00	14.82	11.09	12.76	13.78	0	0	0	0	321	2	0	1	211
min	mid	user19	19	src	no	82.87	2577	19_1171	es	en	60	20	2.77	80.10	0.00	0.00	0.00	24.61	10.37	39.62	5.49	0	0	0	0	568	1	0	1	38
max	long	user19	19	src+tgt	no	108.78	2680	19_227	es	en	80	1	9.92	98.86	15.26	3.05	1.73	42.19	1.41	33.84	1.38	205	7	0	7	823	3	0	3	19
max	long	user19	19	src+tgt	no	99.77	1839	19_227	es	en	80	2	7.54	92.23	11.35	2.04	3.64	50.99	1.34	22.88	0.00	221	8	0	8	812	0	0	0	0
max	long	user19	19	src+tgt	no	123.65	667	19_227	es	en	80	3	2.00	121.65	14.89	7.62	8.08	27.54	30.46	30.44	2.62	414	13	0	13	997	2	0	2	48
