q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	seq	region	region2	time
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	0	start	divsrc0	0.000000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	1	divsrc0	divsrc1	0.400000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	2	divsrc1	divsrc1	1.765000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	3	divsrc1	divtrn0	0.233000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	4	divtrn0	divtrn0	2.263000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	5	divtrn0	divtrn0	0.233000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	6	divtrn0	divtrn0	0.333000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	7	divtrn0	divtrn0	0.200000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	8	divtrn0	divtrn0	0.367000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	9	divtrn0	divsrc1	0.233000
max	long	user1	1	src	no	35.28	154	1_127	es	en	42	10	divsrc1	end	0.200000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	0	start	divsrc1	0.000000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	1	divsrc1	divsrc1	0.200000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	2	divsrc1	divtrn0	0.200000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	3	divtrn0	divtrn0	0.266000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	4	divtrn0	divtrn0	1.099000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	5	divtrn0	divtrn0	0.335000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	6	divtrn0	divtrn0	0.466000
max	long	user1	1	src	no	21.69	2758	1_127	es	en	78	7	divtrn0	end	0.233000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	0	start	divsrc1	0.000000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	1	divsrc1	divsrc1	0.499000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	2	divsrc1	divsrc1	0.266000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	3	divsrc1	divsrc1	0.200000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	4	divsrc1	divsrc2	0.300000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	5	divsrc2	divtrn0	0.298000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	6	divtrn0	divtrn0	0.566000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	7	divtrn0	divtrn0	0.899000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	8	divtrn0	divtrn0	0.333000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	9	divtrn0	divtrn0	0.566000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	10	divtrn0	divtrn0	0.466000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	11	divtrn0	divtrn0	1.033000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	12	divtrn0	divtrn0	0.300000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	13	divtrn0	divtrn0	0.400000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	14	divtrn0	divtrn0	0.200000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	15	divtrn0	divtrn0	0.333000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	16	divtrn0	divtrn0	1.099000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	17	divtrn0	divtrn0	0.529000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	18	divtrn0	divtrn0	0.366000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	19	divtrn0	divtrn0	0.200000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	20	divtrn0	divtrn0	0.366000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	21	divtrn0	divtrn0	0.600000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	22	divtrn0	divtrn0	0.366000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	23	divtrn0	divtrn0	0.366000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	24	divtrn0	divtrn0	0.233000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	25	divtrn0	divtrn0	0.201000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	26	divtrn0	divtrn0	0.500000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	27	divtrn0	divtrn0	0.471000
max	long	user1	1	src	no	46.61	2126	1_127	es	en	56	28	divtrn0	end	0.200000
max	short	user1	1	src	no	20.94	985	1_127	es	en	89	0	start	divsrc2	0.000000
max	short	user1	1	src	no	20.94	985	1_127	es	en	89	1	divsrc2	divsrc2	0.734000
max	short	user1	1	src	no	20.94	985	1_127	es	en	89	2	divsrc2	end	0.334000
max	short	user1	1	src	no	18.23	1134	1_127	es	en	82	0	start	divsrc2	0.000000
max	short	user1	1	src	no	18.23	1134	1_127	es	en	82	1	divsrc2	divsrc1	0.300000
max	short	user1	1	src	no	18.23	1134	1_127	es	en	82	2	divsrc1	end	0.201000
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	0	start	divsrc1	0.000000
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	1	divsrc1	divsrc1	8.461000
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	2	divsrc1	divtrn0	0.200000
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	3	divtrn0	divsrc1	0.333000
max	mid	user1	1	src	no	32.32	1330	1_127	es	en	74	4	divsrc1	end	0.266000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	0	start	divtrn0	0.000000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	1	divtrn0	divsrc1	0.233000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	2	divsrc1	divtrn0	0.433000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	3	divtrn0	divsrc1	7.997000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	4	divsrc1	divsrc0	0.833000
max	mid	user1	1	src	no	28.50	2415	1_127	es	en	55	5	divsrc0	end	0.233000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	0	start	divsrc2	0.000000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	1	divsrc2	divsrc2	0.300000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	2	divsrc2	divsrc1	1.099000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	3	divsrc1	divsrc2	0.597000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	4	divsrc2	divsrc2	0.500000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	5	divsrc2	divsrc2	3.464000
max	short	user1	1	src	no	15.16	2841	1_127	es	en	92	6	divsrc2	end	1.165000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	0	start	divsrc2	0.000000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	1	divsrc2	divsrc1	0.200000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	2	divsrc1	divsrc1	0.333000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	3	divsrc1	divtrn0	0.200000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	4	divtrn0	divtrn0	0.732000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	5	divtrn0	divtrn0	0.215000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	6	divtrn0	divtrn0	0.266000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	7	divtrn0	divsrc2	1.998000
max	mid	user1	1	src	no	25.78	1332	1_127	es	en	54	8	divsrc2	end	0.367000
max	mid	user1	1	src	no	22.05	2790	1_127	es	en	54	0	start	divsrc1	0.000000
max	mid	user1	1	src	no	22.05	2790	1_127	es	en	54	1	divsrc1	divsrc1	0.333000
max	mid	user1	1	src	no	22.05	2790	1_127	es	en	54	2	divsrc1	end	0.365000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	0	start	divsrc2	0.000000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	1	divsrc2	divsrc0	0.933000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	2	divsrc0	divsrc2	0.399000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	3	divsrc2	divsrc2	1.096000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	4	divsrc2	divsrc2	0.466000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	5	divsrc2	divsrc2	1.367000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	6	divsrc2	divsrc1	0.432000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	7	divsrc1	divsrc2	0.566000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	8	divsrc2	divsrc2	0.565000
min	short	user1	1	src	no	23.42	342	1_127	es	en	20	9	divsrc2	end	0.333000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	0	start	divtrn0	0.000000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	1	divtrn0	divsrc1	0.290000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	2	divsrc1	divsrc1	2.765000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	3	divsrc1	divtrn0	0.200000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	4	divtrn0	divtrn0	0.300000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	5	divtrn0	divtrn0	0.699000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	6	divtrn0	divtrn0	0.735000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	7	divtrn0	divtrn0	3.328000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	8	divtrn0	divtrn0	0.599000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	9	divtrn0	divtrn0	0.299000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	10	divtrn0	divtrn0	0.200000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	11	divtrn0	divtrn0	0.333000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	12	divtrn0	divtrn0	0.232000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	13	divtrn0	divtrn0	0.400000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	14	divtrn0	divtrn0	0.233000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	15	divtrn0	divtrn0	0.667000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	16	divtrn0	divtrn0	0.532000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	17	divtrn0	divtrn0	0.998000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	18	divtrn0	divtrn0	0.633000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	19	divtrn0	divtrn0	2.065000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	20	divtrn0	divtrn0	0.301000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	21	divtrn0	divsrc1	0.866000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	22	divsrc1	divsrc1	0.533000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	23	divsrc1	divsrc1	0.234000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	24	divsrc1	divtrn0	0.730000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	25	divtrn0	divtrn0	0.766000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	26	divtrn0	divtrn0	2.131000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	27	divtrn0	divtrn0	0.203000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	28	divtrn0	divtrn0	0.733000
min	long	user1	1	src	no	55.71	86	1_127	es	en	29	29	divtrn0	end	1.131000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	0	start	divsrc1	0.000000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	1	divsrc1	divsrc0	0.444000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	2	divsrc0	divtrn0	0.300000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	3	divtrn0	divsrc1	4.734000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	4	divsrc1	divtrn0	0.573000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	5	divtrn0	divtrn0	0.500000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	6	divtrn0	divtrn0	0.432000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	7	divtrn0	divtrn0	2.335000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	8	divtrn0	divtrn0	0.400000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	9	divtrn0	divtrn0	0.565000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	10	divtrn0	divtrn0	0.200000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	11	divtrn0	divtrn0	0.200000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	12	divtrn0	divtrn0	0.201000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	13	divtrn0	divtrn0	0.765000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	14	divtrn0	divtrn0	0.233000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	15	divtrn0	divtrn0	0.232000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	16	divtrn0	divtrn0	0.233000
min	long	user1	1	src	no	47.45	2418	1_127	es	en	28	17	divtrn0	end	1.032000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	0	start	divsrc1	0.000000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	1	divsrc1	divtrn0	0.300000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	2	divtrn0	divsrc1	0.999000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	3	divsrc1	divsrc1	0.300000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	4	divsrc1	divtrn0	0.633000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	5	divtrn0	divtrn0	0.500000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	6	divtrn0	divtrn0	0.265000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	7	divtrn0	divtrn0	0.466000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	8	divtrn0	divtrn0	0.400000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	9	divtrn0	divtrn0	0.334000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	10	divtrn0	divtrn0	0.933000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	11	divtrn0	divtrn0	0.367000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	12	divtrn0	divtrn0	1.465000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	13	divtrn0	divtrn0	0.387000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	14	divtrn0	divtrn0	0.700000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	15	divtrn0	divtrn0	0.234000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	16	divtrn0	divtrn0	0.535000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	17	divtrn0	divtrn0	0.201000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	18	divtrn0	divtrn0	0.268000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	19	divtrn0	divtrn0	0.333000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	20	divtrn0	divtrn0	0.333000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	21	divtrn0	divtrn0	0.466000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	22	divtrn0	divtrn0	1.699000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	23	divtrn0	divtrn0	0.234000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	24	divtrn0	divtrn0	0.232000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	25	divtrn0	divsrc1	0.965000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	26	divsrc1	divsrc1	0.999000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	27	divsrc1	divtrn0	0.201000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	28	divtrn0	divtrn0	0.266000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	29	divtrn0	divsrc2	2.631000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	30	divsrc2	divtrn0	0.233000
min	long	user1	1	src	no	48.88	2701	1_127	es	en	70	31	divtrn0	end	0.967000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	0	start	divsrc1	0.000000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	1	divsrc1	divsrc0	0.268000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	2	divsrc0	divsrc1	0.667000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	3	divsrc1	divsrc2	0.466000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	4	divsrc2	divsrc2	0.533000
min	short	user1	1	src	no	20.66	2990	1_127	es	en	15	5	divsrc2	end	0.368000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	0	start	divsrc2	0.000000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	1	divsrc2	divsrc2	0.533000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	2	divsrc2	divtrn0	0.333000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	3	divtrn0	divsrc2	0.333000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	4	divsrc2	divsrc1	0.200000
min	short	user1	1	src	no	31.02	2056	1_127	es	en	91	5	divsrc1	end	0.566000
min	short	user1	1	src	no	22.41	353	1_127	es	en	13	0	start	divsrc2	0.000000
min	short	user1	1	src	no	22.41	353	1_127	es	en	13	1	divsrc2	divsrc2	0.300000
min	short	user1	1	src	no	22.41	353	1_127	es	en	13	2	divsrc2	end	0.735000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	0	start	divtrn0	0.000000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	1	divtrn0	divsrc1	0.214000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	2	divsrc1	divtrn0	0.764000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	3	divtrn0	divsrc1	3.596000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	4	divsrc1	divsrc1	0.266000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	5	divsrc1	divsrc1	0.233000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	6	divsrc1	divtrn0	0.267000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	7	divtrn0	divsrc2	0.266000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	8	divsrc2	divsrc2	0.330000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	9	divsrc2	divsrc2	0.366000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	10	divsrc2	divsrc2	0.600000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	11	divsrc2	divtrn0	0.300000
min	mid	user1	1	src	no	35.29	2453	1_127	es	en	96	12	divtrn0	end	0.666000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	0	start	divsrc1	0.000000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	1	divsrc1	divsrc1	0.334000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	2	divsrc1	divsrc1	0.200000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	3	divsrc1	divsrc1	0.200000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	4	divsrc1	divtrn0	0.233000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	5	divtrn0	divtrn0	0.334000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	6	divtrn0	divtrn0	0.235000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	7	divtrn0	divtrn0	0.466000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	8	divtrn0	divtrn0	0.334000
min	mid	user1	1	src	no	29.66	2709	1_127	es	en	19	9	divtrn0	end	0.533000
min	mid	user1	1	src	no	17.15	94	1_127	es	en	9	0	start	divsrc1	0.000000
min	mid	user1	1	src	no	17.15	94	1_127	es	en	9	1	divsrc1	divtrn0	0.233000
min	mid	user1	1	src	no	17.15	94	1_127	es	en	9	2	divtrn0	divtrn0	0.399000
min	mid	user1	1	src	no	17.15	94	1_127	es	en	9	3	divtrn0	end	0.332000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	0	start	divsrc1	0.000000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	1	divsrc1	divref1	0.299000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	2	divref1	divref1	0.565000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	3	divref1	divref0	0.301000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	4	divref0	divref0	0.266000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	5	divref0	divref0	0.234000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	6	divref0	divsrc1	0.300000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	7	divsrc1	divref1	0.320000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	8	divref1	divsrc1	0.300000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	9	divsrc1	divsrc1	0.332000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	10	divsrc1	divref1	0.200000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	11	divref1	divref1	0.633000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	12	divref1	divref1	0.233000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	13	divref1	divref1	0.366000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	14	divref1	divref1	0.233000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	15	divref1	divref1	0.270000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	16	divref1	divref1	0.766000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	17	divref1	divref1	0.300000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	18	divref1	divref1	2.431000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	19	divref1	divref1	0.400000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	20	divref1	divref1	0.367000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	21	divref1	divref1	0.600000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	22	divref1	divref1	0.201000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	23	divref1	divref1	0.200000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	24	divref1	divref2	0.267000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	25	divref2	divref2	0.200000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	26	divref2	divsrc1	1.099000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	27	divsrc1	divtrn0	0.433000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	28	divtrn0	divtrn0	0.633000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	29	divtrn0	divtrn0	0.666000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	30	divtrn0	divref1	0.699000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	31	divref1	divref1	0.233000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	32	divref1	divref1	0.232000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	33	divref1	divref1	0.333000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	34	divref1	divref2	0.799000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	35	divref2	divref1	0.362000
max	long	user1	1	src+tgt	no	51.24	609	1_1036	es	en	68	36	divref1	end	0.566000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	0	start	divref1	0.000000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	1	divref1	divref1	0.432000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	2	divref1	divref2	0.896000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	3	divref2	divref1	0.235000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	4	divref1	divref1	0.999000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	5	divref1	divref1	0.235000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	6	divref1	divref1	0.200000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	7	divref1	divref1	0.965000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	8	divref1	divref1	0.266000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	9	divref1	divref1	0.234000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	10	divref1	divref1	0.336000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	11	divref1	divref2	0.977000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	12	divref2	divref2	0.433000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	13	divref2	divsrc1	0.733000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	14	divsrc1	divsrc1	0.501000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	15	divsrc1	divsrc1	0.200000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	16	divsrc1	divtrn0	0.233000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	17	divtrn0	divtrn0	0.232000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	18	divtrn0	divref1	0.333000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	19	divref1	divref1	0.233000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	20	divref1	divref1	0.434000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	21	divref1	divref1	0.400000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	22	divref1	divtrn0	0.299000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	23	divtrn0	divref2	0.333000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	24	divref2	divref2	0.233000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	25	divref2	divtrn0	0.433000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	26	divtrn0	divref2	0.433000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	27	divref2	divref2	0.233000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	28	divref2	divref2	0.533000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	29	divref2	divtrn0	0.434000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	30	divtrn0	divref2	0.501000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	31	divref2	divref2	0.241000
max	long	user1	1	src+tgt	no	58.20	937	1_1036	es	en	63	32	divref2	divtrn0	0.366000
